Id,SalePrice
951,93523.5484839431
952,191695.79724919
953,311265.974374416
954,504078.192441443
955,100576.024685854
956,142158.59512866
957,176941.144141597
958,230105.132022059
959,193675.766593541
960,140591.467212445
961,124669.344565595
962,133951.154428943
963,177206.978286454
964,150215.60168487
965,161437.672994549
966,111579.914302123
967,184151.424034534
968,194292.801422485
969,177482.274619159
970,138280.119396449
971,175879.321984479
972,85215.9161903469
973,267004.340730004
974,101482.623643178
975,167124.268248988
976,160192.542702892
977,370366.533842847
978,147597.1659628
979,167436.442993281
980,329879.784793502
981,155315.828858568
982,93161.2745888339
983,134219.271305768
984,163349.39024341
985,358459.589200743
986,284995.426676264
987,147977.871851867
988,205735.553270157
989,176598.540132121
990,162274.479349586
991,175460.104295336
992,379180.040736815
993,96044.6219238687
994,111043.611445508
995,151670.731052303
996,91131.0881055318
997,180668.46221488
998,131395.531569803
999,137032.55354845
1000,201118.437315082
1001,147335.787978365
1002,433516.623262521
1003,140974.605584007
1004,114572.288051725
1005,311812.042451237
1006,255692.710128338
1007,192142.512880601
1008,157234.046099972
1009,100792.502283305
1010,349956.742616858
1011,162774.581160423
1012,140469.121770037
1013,150705.503660275
1014,128028.343009549
1015,137475.955952562
1016,92422.9191356711
1017,148930.263182195
1018,171574.830972754
1019,344087.512077087
1020,129121.792917463
1021,99165.7692122284
1022,138824.982239048
1023,272624.216815025
1024,118713.283451641
1025,105398.105696739
1026,98959.6073877751
1027,124403.058276915
1028,218533.560462313
1029,299610.68495686
1030,143442.312493479
1031,108200.350413764
1032,167393.165519292
1033,350940.882534809
1034,171455.990943198
1035,311455.158408067
1036,193577.369694696
1037,127220.334909665
1038,86532.74077527
1039,271162.494876142
1040,316623.396794673
1041,194473.047750342
1042,229497.339977594
1043,183975.732399418
1044,99004.7465254561
1045,68937.069406405
1046,147780.294020516
1047,370673.827125316
1048,124729.521239086
1049,75063.8571652158
1050,165116.205986431
1051,222326.33082063
1052,335765.994969337
1053,129518.85576293
1054,272420.590605483
1055,369526.869607013
1056,136636.064227847
1057,194192.420722188
1058,150933.657933207
1059,300667.211786158
1060,231342.94031788
1061,160594.340278489
1062,77837.3229523556
1063,118049.848982428
1064,138354.284754567
1065,166564.708576157
1066,90156.8330680437
1067,123973.013964383
1068,121704.159733433
1069,259148.147808578
1070,294136.375362356
1071,127937.465750224
1072,117690.574724243
1073,92866.1198969179
1074,142945.633428786
1075,103983.735062021
1076,137298.767331306
1077,192808.446344946
1078,205971.03114713
1079,99398.2150101255
1080,190607.562321654
1081,238706.742025436
1082,122875.806000508
1083,107395.648786242
1084,89783.6025745012
1085,230492.375731885
1086,117067.873766223
1087,118461.107075336
1088,146965.255926817
1089,219643.365375516
1090,302456.998899699
1091,188240.244309121
1092,132493.654424243
1093,103844.65713587
1094,111089.713058834
1095,146330.909876716
1096,191140.848538432
1097,159379.392766095
1098,296883.997951813
1099,164301.973817645
1100,177707.410030425
1101,120842.326347209
1102,119118.655469213
1103,177163.694431843
1104,157937.617058794
1105,233995.36224791
1106,183446.417080693
1107,151771.350395446
1108,199596.248373813
1109,132331.259268789
1110,196184.306064448
1111,111871.07223264
1112,154397.988228375
1113,205511.050351181
1114,467288.350199274
1115,117595.449346968
1116,115450.16261601
1117,171124.65360762
1118,288207.940698375
1119,128072.330691601
1120,162294.780650109
1121,167922.522972533
1122,207489.951080336
1123,128266.625133814
1124,106306.726781119
1125,96787.8478328045
1126,142295.185472219
1127,180482.280976369
1128,398937.292995267
1129,280217.778507758
1130,268081.218525948
1131,142125.599012479
1132,98540.7539080559
1133,126769.764696104
1134,122699.582244345
1135,363961.92520056
1136,192915.082880691
1137,106946.136961862
1138,214353.919271262
1139,116900.616660295
1140,130941.307498289
1141,85274.1826083693
1142,113781.090971843
1143,226139.160143071
1144,290614.088194713
1145,274104.291155485
1146,133004.350424016
1147,170022.264594167
1148,232291.583724661
1149,189375.600879918
1150,163050.7479854
1151,223320.005575787
1152,124856.529868003
1153,309324.134358272
1154,158372.356436731
1155,129080.426350431
1156,189953.086035021
1157,109867.366474814
1158,112204.262350248
1159,154372.044693309
1160,214671.550498032
1161,137887.913409586
1162,147098.403797409
1163,93228.9001525027
