Id,SalePrice
951,94531.2760338805
952,194108.446350348
953,348368.430918281
954,500739.384772853
955,85640.7300749619
956,149861.09161673
957,194044.82242502
958,247907.64605378
959,191140.505643462
960,124028.6310624
961,116759.058716727
962,149790.326212042
963,169596.949844574
964,177700.316612362
965,152493.12621783
966,116445.896035055
967,190031.682885708
968,182797.353564133
969,177653.037581215
970,139067.704531049
971,189721.553002891
972,87215.6709208285
973,259889.134168911
974,84202.6837111707
975,170213.270440988
976,156159.850420175
977,347462.540772198
978,143032.318937596
979,173883.514056082
980,360442.508153058
981,138781.197630731
982,84533.0091143522
983,126950.741266367
984,178929.196667
985,389888.536692709
986,294936.061251794
987,143139.00544722
988,216513.927889489
989,169616.392224158
990,169324.684035468
991,170812.46404008
992,362551.951029402
993,97792.3454803303
994,128243.39670183
995,168947.704271826
996,79206.7427352652
997,188970.766806215
998,133930.805919864
999,141849.530887776
1000,182497.001937488
1001,148427.165617926
1002,396223.154700732
1003,155247.843536647
1004,121819.506017991
1005,330931.217641042
1006,267415.566615559
1007,185764.098124786
1008,154240.312109877
1009,114887.297735061
1010,371772.461212728
1011,147760.22256628
1012,139449.26970414
1013,139165.292547185
1014,140998.518327859
1015,139005.634837493
1016,93645.4239154888
1017,134514.312215433
1018,170044.166134048
1019,324969.152502627
1020,129614.51509109
1021,98645.7849269464
1022,135339.524422884
1023,274862.521685708
1024,121321.530887328
1025,98318.8420327997
1026,90965.5144623392
1027,105616.254769702
1028,218178.503053863
1029,292514.470642466
1030,138011.08404764
1031,93258.4038698514
1032,167913.53349746
1033,367252.493242206
1034,140969.326740163
1035,313604.341486435
1036,193999.97346991
1037,137153.092241776
1038,84716.841105312
1039,259270.140561677
1040,281711.026785511
1041,212154.827623301
1042,211387.756619663
1043,182816.736886912
1044,98769.2312224716
1045,56372.2265727652
1046,138086.775550162
1047,331287.569066362
1048,128052.491815475
1049,80789.9253835582
1050,156073.838362835
1051,194545.981371321
1052,316227.980425604
1053,127105.673386283
1054,258243.157152406
1055,361789.993971306
1056,136457.763830433
1057,183812.561111773
1058,134362.673260906
1059,314109.599272392
1060,227365.490243141
1061,158406.917976843
1062,75419.0664097742
1063,117715.865332688
1064,138635.984391779
1065,180497.77411786
1066,92080.9953663322
1067,127745.898088114
1068,134390.208579199
1069,294025.983101572
1070,303457.517237596
1071,137985.754197715
1072,129538.04453689
1073,88165.4969908725
1074,157396.352006109
1075,94488.8243825973
1076,137955.640191767
1077,189958.160613688
1078,195646.987096673
1079,92765.1975071841
